ensembl_gene_id,external_gene_name,chromosome_name,strand,start_position,end_position,gene_biotype,human_module,zebrafish_module,description
ENSDARG00000052625,fkbp1b,20,-1,44566339,44598239,protein_coding,turquoise,blue,FK506 binding protein 1b [Source:ZFIN;Acc:ZDB-GENE-040426-1785]
ENSDARG00000054155,pcna,10,-1,40900618,40905471,protein_coding,blue,darkred,proliferating cell nuclear antigen [Source:ZFIN;Acc:ZDB-GENE-000210-8]
ENSDARG00000012177,rab4b,15,-1,8837684,8880320,protein_coding,grey,black,"RAB4B, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-040822-15]"
ENSDARG00000057414,phb,3,1,15587011,15597199,protein_coding,red,white,prohibitin [Source:ZFIN;Acc:ZDB-GENE-030131-6577]
ENSDARG00000006900,impdh2,8,1,26040453,26060002,protein_coding,grey,turquoise,NA
ENSDARG00000103846,hspa5,5,1,2440428,2449011,protein_coding,brown,brown,heat shock protein 5 [Source:ZFIN;Acc:ZDB-GENE-031001-11]
ENSDARG00000020232,eif6,6,-1,52339549,52348652,protein_coding,turquoise,darkred,eukaryotic translation initiation factor 6 [Source:ZFIN;Acc:ZDB-GENE-031118-110]
ENSDARG00000099226,PPP1CC,KN150702.1,-1,75502,111901,protein_coding,brown,blue,protein phosphatase 1 catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:9283]
ENSDARG00000006125,csnk1db,12,1,33219521,33235804,protein_coding,brown,turquoise,NA
ENSDARG00000011235,otx2,17,-1,44130894,44135955,protein_coding,red,cyan,orthodenticle homeobox 2 [Source:ZFIN;Acc:ZDB-GENE-980526-406]
ENSDARG00000005159,cyth3b,3,-1,56339738,56474271,protein_coding,turquoise,blue,cytohesin 3b [Source:ZFIN;Acc:ZDB-GENE-130530-529]
ENSDARG00000100114,sf3a3,19,-1,17384258,17400750,protein_coding,yellow,darkred,"splicing factor 3a, subunit 3 [Source:ZFIN;Acc:ZDB-GENE-040908-1]"
ENSDARG00000022763,hpcal1,20,-1,31330044,31405926,protein_coding,turquoise,white,hippocalcin-like 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1242]
ENSDARG00000038076,romo1,6,-1,50402401,50405513,protein_coding,grey,grey,NA
ENSDARG00000053058,rps11,3,1,37645371,37647386,protein_coding,grey,orange,NA
ENSDARG00000019312,rab39ba,21,-1,30503770,30508426,protein_coding,turquoise,grey,"RAB39B, member RAS oncogene family a [Source:ZFIN;Acc:ZDB-GENE-070620-7]"
ENSDARG00000032708,arl4cb,9,-1,23545905,23547728,protein_coding,turquoise,lightgreen,ADP-ribosylation factor-like 4Cb [Source:ZFIN;Acc:ZDB-GENE-040426-2382]
ENSDARG00000102885,rsu1,24,-1,32033430,32115479,protein_coding,brown,magenta,Ras suppressor protein 1 [Source:ZFIN;Acc:ZDB-GENE-030616-518]
ENSDARG00000004174,cnot1,25,1,17217168,17250529,protein_coding,grey,yellow,"CCR4-NOT transcription complex, subunit 1 [Source:ZFIN;Acc:ZDB-GENE-040915-1]"
ENSDARG00000036831,rnf41,23,-1,32382283,32407677,protein_coding,turquoise,turquoise,ring finger protein 41 [Source:ZFIN;Acc:ZDB-GENE-040426-2920]
ENSDARG00000090152,anapc10,23,1,43916597,43923261,protein_coding,turquoise,green,anaphase promoting complex subunit 10 [Source:ZFIN;Acc:ZDB-GENE-060224-2]
ENSDARG00000058740,ube2r2,21,-1,11752613,11763515,protein_coding,blue,magenta,ubiquitin-conjugating enzyme E2R 2 [Source:ZFIN;Acc:ZDB-GENE-040718-344]
ENSDARG00000037238,smad5,14,-1,26169095,26200091,protein_coding,green,tan,SMAD family member 5 [Source:ZFIN;Acc:ZDB-GENE-990603-9]
ENSDARG00000102441,ctnna1,24,-1,34602051,34794691,protein_coding,blue,magenta,"catenin (cadherin-associated protein), alpha 1 [Source:ZFIN;Acc:ZDB-GENE-991207-24]"
ENSDARG00000020242,fermt2,17,1,50622812,50708685,protein_coding,brown,tan,fermitin family member 2 [Source:ZFIN;Acc:ZDB-GENE-050506-132]
ENSDARG00000030644,gnai3,8,1,25126325,25201818,protein_coding,pink,brown,NA
ENSDARG00000016676,gnao1a,18,1,22804399,22987598,protein_coding,turquoise,turquoise,"guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O, a [Source:ZFIN;Acc:ZDB-GENE-040426-1757]"
ENSDARG00000044083,peli1b,17,-1,24461479,24502981,protein_coding,purple,yellow,pellino E3 ubiquitin protein ligase 1b [Source:ZFIN;Acc:ZDB-GENE-061027-372]
ENSDARG00000019181,rpsa,6,-1,7554889,7563163,protein_coding,grey,red,ribosomal protein SA [Source:ZFIN;Acc:ZDB-GENE-040426-811]
ENSDARG00000013078,ywhaba,6,1,52212575,52225290,protein_coding,turquoise,grey,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide a [Source:ZFIN;Acc:ZDB-GENE-030131-6583]"
ENSDARG00000025187,six6a,13,1,31452584,31475797,protein_coding,brown,lightcyan,SIX homeobox 6a [Source:ZFIN;Acc:ZDB-GENE-040426-1282]
ENSDARG00000023299,snu13b,12,1,10405942,10409335,protein_coding,turquoise,grey,"SNU13 homolog, small nuclear ribonucleoprotein b (U4/U6.U5) [Source:ZFIN;Acc:ZDB-GENE-030131-9670]"
ENSDARG00000058504,ap1s2,11,1,12662285,12670694,protein_coding,black,green,"adaptor-related protein complex 1, sigma 2 subunit [Source:ZFIN;Acc:ZDB-GENE-030131-5448]"
ENSDARG00000023272,tfap2d,20,-1,48240839,48255702,protein_coding,salmon,cyan,NA
ENSDARG00000100513,RPS27L,KN150108.1,-1,38,9218,protein_coding,purple,turquoise,NA
ENSDARG00000035571,abhd17b,5,1,25133621,25155732,protein_coding,blue,pink,abhydrolase domain containing 17B [Source:ZFIN;Acc:ZDB-GENE-040718-244]
ENSDARG00000002339,sgf29,3,-1,15339925,15346810,protein_coding,green,green,SAGA complex associated factor 29 [Source:ZFIN;Acc:ZDB-GENE-041010-62]
ENSDARG00000103786,klhl13,5,1,36780201,36840306,protein_coding,grey,greenyellow,NA
ENSDARG00000070929,sox14,6,-1,26567418,26569360,protein_coding,salmon,cyan,NA
ENSDARG00000039827,bbs5,9,-1,48587211,48599074,protein_coding,turquoise,turquoise,Bardet-Biedl syndrome 5 [Source:ZFIN;Acc:ZDB-GENE-040426-1083]
ENSDARG00000029157,med23,20,-1,2482459,2566952,protein_coding,grey,yellow,NA
ENSDARG00000026577,cdk2,11,-1,3233117,3240409,protein_coding,pink,blue,cyclin-dependent kinase 2 [Source:ZFIN;Acc:ZDB-GENE-040426-2741]
ENSDARG00000013966,psma6b,20,-1,16984745,17007040,protein_coding,turquoise,midnightblue,proteasome subunit alpha 6b [Source:ZFIN;Acc:ZDB-GENE-040718-329]
ENSDARG00000076799,rnd3a,22,1,12406831,12424795,protein_coding,turquoise,greenyellow,Rho family GTPase 3a [Source:ZFIN;Acc:ZDB-GENE-010319-40]
ENSDARG00000005423,pgam1a,13,-1,31262742,31267537,protein_coding,turquoise,grey,phosphoglycerate mutase 1a [Source:ZFIN;Acc:ZDB-GENE-030131-1827]
ENSDARG00000018259,atp1a3a,19,-1,6409203,6466563,protein_coding,turquoise,darkorange,"ATPase, Na+/K+ transporting, alpha 3a polypeptide [Source:ZFIN;Acc:ZDB-GENE-001212-7]"
ENSDARG00000058231,nt5c2b,1,-1,31076605,31124108,protein_coding,brown,pink,"5'-nucleotidase, cytosolic IIb [Source:ZFIN;Acc:ZDB-GENE-061013-522]"
ENSDARG00000043662,cnih2,10,-1,27064921,27089725,protein_coding,turquoise,pink,cornichon family AMPA receptor auxiliary protein 2 [Source:ZFIN;Acc:ZDB-GENE-050320-96]
ENSDARG00000088030,rpl35a,18,1,45784345,45793580,protein_coding,grey,orange,ribosomal protein L35a [Source:ZFIN;Acc:ZDB-GENE-040718-190]
ENSDARG00000074892,pde6d,6,1,29702931,29715434,protein_coding,yellow,grey,"phosphodiesterase 6D, cGMP-specific, rod, delta [Source:ZFIN;Acc:ZDB-GENE-040718-463]"
ENSDARG00000043241,arrb1,15,-1,5396814,5473899,protein_coding,turquoise,pink,"arrestin, beta 1 [Source:ZFIN;Acc:ZDB-GENE-060824-1]"
ENSDARG00000013965,cul2,24,-1,2286965,2347322,protein_coding,turquoise,turquoise,cullin 2 [Source:ZFIN;Acc:ZDB-GENE-030131-8032]
ENSDARG00000037932,lin7b,3,1,31802179,31812995,protein_coding,turquoise,purple,lin-7 homolog B (C. elegans) [Source:ZFIN;Acc:ZDB-GENE-041011-1]
ENSDARG00000023963,tpm4a,22,-1,15552293,15576521,protein_coding,grey,tan,tropomyosin 4a [Source:ZFIN;Acc:ZDB-GENE-040426-2185]
ENSDARG00000044811,cdk9,21,1,6031300,6046005,protein_coding,turquoise,darkturquoise,cyclin-dependent kinase 9 (CDC2-related kinase) [Source:ZFIN;Acc:ZDB-GENE-030131-321]
ENSDARG00000002787,tle3a,18,1,20236895,20268445,protein_coding,grey,darkgreen,transducin-like enhancer of split 3a [Source:ZFIN;Acc:ZDB-GENE-990415-86]
ENSDARG00000077291,rps2,3,1,18249136,18253443,protein_coding,grey,orange,ribosomal protein S2 [Source:ZFIN;Acc:ZDB-GENE-040426-2454]
ENSDARG00000025397,srsf3a,6,-1,41082467,41087921,protein_coding,grey,darkorange,NA
ENSDARG00000038990,wnt3,12,1,22137743,22183622,protein_coding,turquoise,cyan,"wingless-type MMTV integration site family, member 3 [Source:ZFIN;Acc:ZDB-GENE-081003-1]"
ENSDARG00000102394,ap1g1,7,-1,68995766,69115597,protein_coding,yellow,turquoise,"adaptor-related protein complex 1, gamma 1 subunit [Source:ZFIN;Acc:ZDB-GENE-030131-3187]"
ENSDARG00000060641,prkaa2,20,1,8041000,8078510,protein_coding,turquoise,magenta,"protein kinase, AMP-activated, alpha 2 catalytic subunit [Source:ZFIN;Acc:ZDB-GENE-081120-5]"
ENSDARG00000058444,snx6,17,-1,9807022,9839807,protein_coding,blue,blue,sorting nexin 6 [Source:ZFIN;Acc:ZDB-GENE-050913-152]
ENSDARG00000033596,polr2c,25,-1,14273093,14282435,protein_coding,yellow,black,polymerase (RNA) II (DNA directed) polypeptide C [Source:ZFIN;Acc:ZDB-GENE-030131-6609]
ENSDARG00000086902,DIRAS2,10,1,5597517,5598116,protein_coding,turquoise,blue,DIRAS family GTPase 2 [Source:HGNC Symbol;Acc:HGNC:19323]
ENSDARG00000056979,lhx9,22,-1,23228025,23241157,protein_coding,grey,cyan,LIM homeobox 9 [Source:ZFIN;Acc:ZDB-GENE-050417-210]
ENSDARG00000099455,ogt.2,14,-1,14382163,14400187,protein_coding,black,blue,"O-linked N-acetylglucosamine (GlcNAc) transferase, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-051128-1]"
ENSDARG00000100047,ergic1,14,1,15463379,15509424,protein_coding,grey,black,endoplasmic reticulum-golgi intermediate compartment 1 [Source:ZFIN;Acc:ZDB-GENE-050913-75]
ENSDARG00000053194,pdzd11,14,1,32923989,32928180,protein_coding,salmon,lightgreen,PDZ domain containing 11 [Source:ZFIN;Acc:ZDB-GENE-040426-2544]
ENSDARG00000044760,gnaia,25,-1,20900017,20933353,protein_coding,blue,lightyellow,"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide a [Source:ZFIN;Acc:ZDB-GENE-030131-2229]"
ENSDARG00000031216,ssu72,22,-1,354626,362922,protein_coding,turquoise,blue,"SSU72 homolog, RNA polymerase II CTD phosphatase [Source:ZFIN;Acc:ZDB-GENE-040426-1689]"
ENSDARG00000014106,cfl2,17,-1,9851027,9869190,protein_coding,tan,red,cofilin 2 (muscle) [Source:ZFIN;Acc:ZDB-GENE-040426-1815]
ENSDARG00000002791,atp1a1a.2,1,1,1541972,1701828,protein_coding,turquoise,turquoise,"ATPase, Na+/K+ transporting, alpha 1a polypeptide, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-001212-2]"
ENSDARG00000035282,emc6,5,-1,41522657,41523641,protein_coding,yellow,white,ER membrane protein complex subunit 6 [Source:ZFIN;Acc:ZDB-GENE-030131-9164]
ENSDARG00000011594,smarcb1b,21,1,15496449,15522800,protein_coding,yellow,blue,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1b [Source:ZFIN;Acc:ZDB-GENE-991008-16]"
ENSDARG00000000103,myh10,6,1,7395916,7501116,protein_coding,turquoise,tan,"myosin, heavy chain 10, non-muscle [Source:ZFIN;Acc:ZDB-GENE-030616-162]"
ENSDARG00000067981,zgc:103697,5,1,35355183,35367440,protein_coding,turquoise,green,zgc:103697 [Source:ZFIN;Acc:ZDB-GENE-040912-104]
ENSDARG00000075285,MRAS (1 of many),9,1,29229640,29249608,protein_coding,turquoise,turquoise,NA
ENSDARG00000018109,mafga,3,-1,55143340,55146374,protein_coding,black,cyan,v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog Ga [Source:ZFIN;Acc:ZDB-GENE-040624-7]
ENSDARG00000104342,csnk1g1,7,-1,53831318,53947978,protein_coding,turquoise,turquoise,"casein kinase 1, gamma 1 [Source:ZFIN;Acc:ZDB-GENE-041212-63]"
ENSDARG00000003974,spoplb,11,1,33555377,33580480,protein_coding,blue,grey,speckle-type POZ protein-like b [Source:ZFIN;Acc:ZDB-GENE-061103-277]
ENSDARG00000014591,ilf2,19,-1,37914532,37921451,protein_coding,yellow,pink,NA
ENSDARG00000042401,derl2,5,1,58327056,58339924,protein_coding,purple,green,derlin 2 [Source:ZFIN;Acc:ZDB-GENE-050522-90]
ENSDARG00000040926,nr2f2,18,-1,23882118,24036481,protein_coding,red,grey,"nuclear receptor subfamily 2, group F, member 2 [Source:ZFIN;Acc:ZDB-GENE-990415-252]"
ENSDARG00000090219,wdr45,10,-1,42933485,42947693,protein_coding,brown,grey,NA
ENSDARG00000010350,c1ql3a,24,-1,32002518,32005847,protein_coding,turquoise,purple,"complement component 1, q subcomponent-like 3a [Source:ZFIN;Acc:ZDB-GENE-080417-1]"
ENSDARG00000026967,ap2s1,15,1,8791579,8823906,protein_coding,turquoise,turquoise,"adaptor-related protein complex 2, sigma 1 subunit [Source:ZFIN;Acc:ZDB-GENE-040426-2174]"
ENSDARG00000012572,polr3f,22,-1,25007116,25015479,protein_coding,yellow,pink,polymerase (RNA) III (DNA directed) polypeptide F [Source:ZFIN;Acc:ZDB-GENE-040426-972]
ENSDARG00000091419,nrarpa,10,-1,10902521,10906093,protein_coding,grey,saddlebrown,notch-regulated ankyrin repeat protein a [Source:ZFIN;Acc:ZDB-GENE-030515-6]
ENSDARG00000027355,slc25a4,1,1,16981673,16986152,protein_coding,turquoise,red,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4 [Source:ZFIN;Acc:ZDB-GENE-030131-5275]"
ENSDARG00000007825,map2k1,18,1,19430054,19462099,protein_coding,turquoise,pink,mitogen-activated protein kinase kinase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2759]
ENSDARG00000006691,rpl12,5,1,32282535,32286867,protein_coding,grey,orange,NA
ENSDARG00000035327,ckma,5,-1,36231926,36237693,protein_coding,grey,red,"creatine kinase, muscle a [Source:ZFIN;Acc:ZDB-GENE-980526-109]"
ENSDARG00000010042,dnm1a,5,1,1223652,1367487,protein_coding,turquoise,turquoise,dynamin 1a [Source:ZFIN;Acc:ZDB-GENE-081104-27]
ENSDARG00000014259,eya1,24,1,13780647,13872422,protein_coding,red,tan,EYA transcriptional coactivator and phosphatase 1 [Source:ZFIN;Acc:ZDB-GENE-990712-18]
ENSDARG00000063218,ppm1la,2,-1,6353886,6380628,protein_coding,turquoise,purple,"protein phosphatase, Mg2+/Mn2+ dependent, 1La [Source:ZFIN;Acc:ZDB-GENE-061103-118]"
ENSDARG00000042724,supt5h,15,1,20428863,20459520,protein_coding,grey,salmon,"SPT5 homolog, DSIF elongation factor subunit [Source:ZFIN;Acc:ZDB-GENE-001207-1]"
ENSDARG00000052859,chp1,13,-1,44898852,44926782,protein_coding,turquoise,royalblue,calcineurin-like EF-hand protein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-4086]
ENSDARG00000022712,stat3,3,1,16880865,16957645,protein_coding,pink,magenta,signal transducer and activator of transcription 3 (acute-phase response factor) [Source:ZFIN;Acc:ZDB-GENE-980526-68]
ENSDARG00000030871,siah1,18,1,18450266,18483191,protein_coding,grey,green,siah E3 ubiquitin protein ligase 1 [Source:ZFIN;Acc:ZDB-GENE-010319-31]
ENSDARG00000027649,cpsf3,20,-1,29716941,29730628,protein_coding,magenta,blue,cleavage and polyadenylation specific factor 3 [Source:ZFIN;Acc:ZDB-GENE-030131-3275]
ENSDARG00000003269,clcn3,7,1,7278474,7410572,protein_coding,blue,grey,NA
ENSDARG00000061590,cachd1,6,-1,31603837,31753262,protein_coding,turquoise,cyan,cache domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-100819-3]
ENSDARG00000010002,gna11a,22,-1,21825890,21872423,protein_coding,turquoise,darkorange,"guanine nucleotide binding protein (G protein), alpha 11a (Gq class) [Source:ZFIN;Acc:ZDB-GENE-050208-597]"
ENSDARG00000037350,rpl9,1,-1,22578764,22583765,protein_coding,grey,orange,NA
ENSDARG00000103364,cs,23,1,33981368,34001785,protein_coding,turquoise,royalblue,citrate synthase [Source:ZFIN;Acc:ZDB-GENE-030131-1058]
ENSDARG00000058004,six2a,13,1,10100220,10103090,protein_coding,brown,red,SIX homeobox 2a [Source:ZFIN;Acc:ZDB-GENE-010412-1]
ENSDARG00000028800,CYTH2,16,1,5712921,5736749,protein_coding,yellow,green,si:dkey-283b15.4 [Source:ZFIN;Acc:ZDB-GENE-100921-55]
ENSDARG00000025850,rps21,23,1,9285466,9293608,protein_coding,grey,orange,NA
ENSDARG00000068587,rabggtb,2,-1,26807322,26813459,protein_coding,magenta,lightgreen,"Rab geranylgeranyltransferase, beta subunit [Source:ZFIN;Acc:ZDB-GENE-040426-2116]"
ENSDARG00000056794,ARL3 (1 of many),13,-1,11831315,11838673,protein_coding,turquoise,black,zgc:110197 [Source:ZFIN;Acc:ZDB-GENE-050417-368]
ENSDARG00000002131,celf2,4,-1,24165751,24310950,protein_coding,turquoise,skyblue,"cugbp, Elav-like family member 2 [Source:ZFIN;Acc:ZDB-GENE-030826-35]"
ENSDARG00000070083,atp5b,11,1,13150239,13155400,protein_coding,turquoise,darkgrey,"ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide [Source:ZFIN;Acc:ZDB-GENE-030131-124]"
ENSDARG00000045275,klhl14,24,1,35993027,36019174,protein_coding,turquoise,lightcyan,kelch-like family member 14 [Source:ZFIN;Acc:ZDB-GENE-091204-223]
ENSDARG00000073824,RASGRF1,18,1,26353351,26434119,protein_coding,blue,grey,NA
ENSDARG00000003971,isl2a,25,-1,32338903,32345058,protein_coding,grey,steelblue,ISL LIM homeobox 2a [Source:ZFIN;Acc:ZDB-GENE-980526-562]
ENSDARG00000037020,kif1b,23,-1,29469645,29579132,protein_coding,grey,turquoise,kinesin family member 1B [Source:ZFIN;Acc:ZDB-GENE-030820-1]
ENSDARG00000015807,rab22a,6,1,49552961,49581433,protein_coding,turquoise,lightgreen,"RAB22A, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-041114-161]"
ENSDARG00000057296,cbln1,18,1,18115169,18120966,protein_coding,turquoise,purple,cerebellin 1 precursor [Source:ZFIN;Acc:ZDB-GENE-040718-226]
ENSDARG00000034056,csnk1g2b,8,1,20463804,20527870,protein_coding,turquoise,blue,"casein kinase 1, gamma 2b [Source:ZFIN;Acc:ZDB-GENE-060825-285]"
ENSDARG00000039997,ptp4a3,19,-1,25504776,25564854,protein_coding,turquoise,pink,NA
ENSDARG00000056347,rab3aa,2,1,25212371,25223025,protein_coding,turquoise,grey,"RAB3A, member RAS oncogene family, a [Source:ZFIN;Acc:ZDB-GENE-040801-2]"
ENSDARG00000052765,gria2b,14,1,35407953,35473348,protein_coding,turquoise,pink,"glutamate receptor, ionotropic, AMPA 2b [Source:ZFIN;Acc:ZDB-GENE-020125-4]"
ENSDARG00000034409,pik3r3b,6,1,33261163,33574287,protein_coding,turquoise,blue,"phosphoinositide-3-kinase, regulatory subunit 3b (gamma) [Source:ZFIN;Acc:ZDB-GENE-040426-743]"
ENSDARG00000024785,ctnna2,1,1,41523854,42334565,protein_coding,turquoise,turquoise,"catenin (cadherin-associated protein), alpha 2 [Source:ZFIN;Acc:ZDB-GENE-060815-3]"
ENSDARG00000057099,papss1,1,-1,49843760,49884138,protein_coding,blue,skyblue,3'-phosphoadenosine 5'-phosphosulfate synthase 1 [Source:ZFIN;Acc:ZDB-GENE-080721-5]
ENSDARG00000040917,cbfb,18,1,23005047,23083599,protein_coding,blue,steelblue,"core-binding factor, beta subunit [Source:ZFIN;Acc:ZDB-GENE-980526-440]"
ENSDARG00000100003,glulb,6,1,23709354,23714601,protein_coding,turquoise,greenyellow,NA
ENSDARG00000044565,ola1,6,-1,10505839,10518080,protein_coding,turquoise,salmon,Obg-like ATPase 1 [Source:ZFIN;Acc:ZDB-GENE-030131-5063]
ENSDARG00000033447,nxph1,19,1,38262032,38340524,protein_coding,turquoise,turquoise,neurexophilin 1 [Source:ZFIN;Acc:ZDB-GENE-040718-231]
ENSDARG00000052468,GSK3B (1 of many),1,-1,48726129,48765129,protein_coding,turquoise,grey,si:dkeyp-80c12.7 [Source:ZFIN;Acc:ZDB-GENE-090312-2]
ENSDARG00000070913,sox2,22,-1,37412978,37415049,protein_coding,green,turquoise,SRY (sex determining region Y)-box 2 [Source:ZFIN;Acc:ZDB-GENE-030909-1]
ENSDARG00000056206,camk2g2,13,1,21989141,22112923,protein_coding,turquoise,turquoise,calcium/calmodulin-dependent protein kinase (CaM kinase) II gamma 2 [Source:ZFIN;Acc:ZDB-GENE-070323-2]
ENSDARG00000011961,csrp2,4,-1,2581518,2595823,protein_coding,brown,brown,cysteine and glycine-rich protein 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1863]
ENSDARG00000005150,tbx20,16,-1,42605253,42619986,protein_coding,grey,red,NA
ENSDARG00000057737,rxraa,21,1,17731440,17910993,protein_coding,brown,yellow,"retinoid X receptor, alpha a [Source:ZFIN;Acc:ZDB-GENE-070314-2]"
ENSDARG00000059308,golt1bb,25,-1,3215520,3221674,protein_coding,yellow,midnightblue,NA
ENSDARG00000024443,gnpda2,14,1,4169408,4186301,protein_coding,turquoise,grey,glucosamine-6-phosphate deaminase 2 [Source:ZFIN;Acc:ZDB-GENE-091117-41]
ENSDARG00000053979,bc2,12,-1,26935951,26939700,protein_coding,grey,salmon,putative breast adenocarcinoma marker [Source:ZFIN;Acc:ZDB-GENE-040426-2922]
ENSDARG00000043095,kctd6a,22,1,10184886,10193360,protein_coding,black,greenyellow,NA
ENSDARG00000038731,slc25a36a,2,-1,39765645,39793420,protein_coding,yellow,turquoise,"solute carrier family 25 (pyrimidine nucleotide carrier ), member 36a [Source:ZFIN;Acc:ZDB-GENE-040718-415]"
ENSDARG00000004861,esrrga,17,-1,29777835,29885224,protein_coding,turquoise,lightcyan,estrogen-related receptor gamma a [Source:ZFIN;Acc:ZDB-GENE-030821-2]
ENSDARG00000056964,ilk,10,-1,24755807,24790164,protein_coding,grey,steelblue,NA
ENSDARG00000034270,ogdha,8,-1,45754605,45830602,protein_coding,turquoise,red,oxoglutarate (alpha-ketoglutarate) dehydrogenase a (lipoamide) [Source:ZFIN;Acc:ZDB-GENE-030131-2143]
ENSDARG00000059775,slc32a1,6,-1,60146105,60152209,protein_coding,turquoise,salmon,"solute carrier family 32 (GABA vesicular transporter), member 1 [Source:ZFIN;Acc:ZDB-GENE-061201-1]"
ENSDARG00000062258,armc8,9,1,28065400,28090860,protein_coding,grey,blue,armadillo repeat containing 8 [Source:ZFIN;Acc:ZDB-GENE-061027-88]
ENSDARG00000010051,ufd1l,8,1,4704977,4720128,protein_coding,purple,turquoise,ubiquitin recognition factor in ER associated degradation 1 [Source:ZFIN;Acc:ZDB-GENE-040718-150]
ENSDARG00000101967,sult4a1,4,1,8796218,8809829,protein_coding,turquoise,darkred,"sulfotransferase family 4A, member 1 [Source:ZFIN;Acc:ZDB-GENE-060421-2705]"
ENSDARG00000000779,scfd1,17,-1,28754064,28780432,protein_coding,turquoise,turquoise,sec1 family domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-030116-3]
ENSDARG00000002021,pygb,17,1,21106659,21132337,protein_coding,turquoise,grey,NA
ENSDARG00000019579,ldb2a,14,-1,47691630,47845744,protein_coding,turquoise,yellow,LIM domain binding 2a [Source:ZFIN;Acc:ZDB-GENE-990415-136]
